Time [s],Packet ID,MOSI,MISO
1.037948248000000,0,,0x8764
1.037971632000000,0,,0x8276
1.037994936000000,0,,0x830A
1.038018104000000,0,,0x819A
1.038041512000000,0,,0xA45C
1.038065208000000,0,,0x86F8
1.038088472000000,0,,0x9D88
1.038111872000000,0,,0x83CB
1.038135224000000,0,,0x8275
1.038160072000000,0,,0xD00D
1.038183072000000,0,,0x7E83
1.038206448000000,0,,0x7DD9
1.038229896000000,0,,0x7E7E
1.038253144000000,0,,0x800E
1.038276216000000,0,,0xA116
1.038299416000000,0,,0x82E3
1.038322920000000,0,,0x99E6
1.038346336000000,0,,0x7EC0
1.038369832000000,0,,0x7D39
1.038395040000000,0,,0xD00D
1.038418488000000,0,,0x7E83
1.038441880000000,0,,0x83BC
1.038465264000000,0,,0x83F9
1.038488760000000,0,,0x7DEF
1.038512328000000,0,,0xAE32
1.038535840000000,0,,0x993D
1.038559056000000,0,,0xAB9D
1.038582560000000,0,,0x9227
1.038605840000000,0,,0x8E4D
1.038631136000000,0,,0xD00D
1.038654552000000,0,,0x84B3
1.038678176000000,0,,0xABC6
1.038702688000000,0,,0xAD12
1.038726072000000,0,,0x8238
1.038749120000000,0,,0xCD58
1.038772440000000,0,,0xC4D0
1.038795872000000,0,,0xCFD9
1.038819232000000,0,,0xBB34
1.038842792000000,0,,0xB956
1.038867880000000,0,,0xD00C
1.038891392000000,0,,0xABAA
1.038914728000000,0,,0xCC04
1.038938040000000,0,,0xCBA1
1.038961256000000,0,,0x9A64
1.038984560000000,0,,0xE008
1.039007960000000,0,,0xDC36
1.039031528000000,0,,0xE571
1.039054984000000,0,,0xCE7E
1.039078584000000,0,,0xD011
1.039103992000000,0,,0xD00D
1.039127432000000,0,,0xC450
1.039150992000000,0,,0xDC62
1.039174424000000,0,,0xDB34
1.039197784000000,0,,0xBA9A
1.039221104000000,0,,0xE82A
1.039244544000000,0,,0xE52C
1.039267664000000,0,,0xEE41
1.039290928000000,0,,0xD571
1.039314272000000,0,,0xD53D
1.039339440000000,0,,0xD00C
1.039362800000000,0,,0xCDBA
1.039386136000000,0,,0xE35E
1.039409632000000,0,,0xE19C
1.039432712000000,0,,0xD2F9
1.039455936000000,0,,0xED9F
1.039479216000000,0,,0xEB3E
1.039502512000000,0,,0xF335
1.039525896000000,0,,0xDAC0
1.039549096000000,0,,0xD887
1.039573928000000,0,,0xD00D
1.039597328000000,0,,0xD156
1.039620624000000,0,,0xE65B
1.039644040000000,0,,0xE46D
1.039667544000000,0,,0xDB18
1.039691408000000,0,,0xEF3B
1.039715072000000,0,,0xECE8
1.039738664000000,0,,0xF4DA
1.039762080000000,0,,0xDC60
1.039785576000000,0,,0xDC15
1.039810784000000,0,,0xD00C
1.039834192000000,0,,0xD537
1.039857728000000,0,,0xE74C
1.039881264000000,0,,0xE3FA
1.039904576000000,0,,0xCF52
1.039927688000000,0,,0xEFA3
1.039950872000000,0,,0xEE1E
1.039974344000000,0,,0xF640
1.039997816000000,0,,0xDE58
1.040021232000000,0,,0xDF0A
1.040046336000000,0,,0xD00C
1.040069760000000,0,,0xD536
1.040093144000000,0,,0x8F1F
1.040116720000000,0,,0x8F17
1.040139728000000,0,,0x8580
1.040163024000000,0,,0xEF70
1.040186304000000,0,,0xF011
1.040209680000000,0,,0xF888
1.040233096000000,0,,0xE1A4
1.040256168000000,0,,0xE300
