Time [s],Packet ID,MOSI,MISO
0.894129608000000,0,,0xD258
0.894147592000000,0,,0xE528
0.894164384000000,0,,0xE385
0.894181192000000,0,,0xCC44
0.894198192000000,0,,0xEB77
0.894215144000000,0,,0xE8AF
0.894231888000000,0,,0xF4BC
0.894248664000000,0,,0xDD4D
0.894265552000000,0,,0xDAA2
0.894282200000000,0,,0xD00D
0.894301016000000,0,,0xD258
0.894319328000000,0,,0xE554
0.894336096000000,0,,0xE38A
0.894352800000000,0,,0xCC47
0.894369544000000,0,,0xEA8C
0.894386496000000,0,,0xE91A
0.894403032000000,0,,0xF4B5
0.894419800000000,0,,0xDD12
0.894436816000000,0,,0xDCA1
0.894453672000000,0,,0xD00D
0.894470680000000,0,,0xD304
0.894488968000000,0,,0xE2DA
0.894505704000000,0,,0xE3B1
0.894522416000000,0,,0xCC43
0.894539136000000,0,,0xEC37
0.894555912000000,0,,0xEB25
0.894572616000000,0,,0xF4C3
0.894589336000000,0,,0xDB8F
0.894606120000000,0,,0xDD93
0.894623032000000,0,,0xD00D
0.894639792000000,0,,0xD3DB
0.894657960000000,0,,0xE297
0.894674736000000,0,,0xE1C4
0.894691432000000,0,,0xCC8C
0.894708264000000,0,,0xED8A
0.894725152000000,0,,0xED78
0.894741632000000,0,,0xF4C7
0.894758368000000,0,,0xDB17
0.894775104000000,0,,0xDC74
0.894791848000000,0,,0xD00D
0.894808624000000,0,,0xD3DB
0.894826880000000,0,,0xE43A
0.894843640000000,0,,0xE23B
0.894860464000000,0,,0xCB7E
0.894877240000000,0,,0xECE1
0.894894024000000,0,,0xEC14
0.894910784000000,0,,0xF4BB
0.894927584000000,0,,0xDC33
0.894944608000000,0,,0xD895
0.894961416000000,0,,0xD00D
0.894978256000000,0,,0xD2E0
0.894996408000000,0,,0xE4F4
0.895013040000000,0,,0xE317
0.895029896000000,0,,0xCB33
0.895047240000000,0,,0xEB0D
0.895064328000000,0,,0xEC3D
0.895081256000000,0,,0xF51D
0.895098592000000,0,,0xDCBB
0.895116400000000,0,,0xD7FE
0.895133712000000,0,,0xD00D
0.895150768000000,0,,0xD2E0
0.895168784000000,0,,0xE510
0.895185712000000,0,,0xE393
0.895202440000000,0,,0xCC33
0.895219448000000,0,,0xEC71
0.895235976000000,0,,0xEC45
0.895252736000000,0,,0xF2B6
0.895269584000000,0,,0xDCDB
0.895286968000000,0,,0xDB48
0.895305496000000,0,,0xD00D
0.895322296000000,0,,0xD286
0.895340288000000,0,,0xE522
0.895357016000000,0,,0xE3CD
0.895374032000000,0,,0xCC77
0.895391008000000,0,,0xED7B
0.895408032000000,0,,0xEC44
0.895424936000000,0,,0xF20D
0.895441872000000,0,,0xDCF2
0.895458792000000,0,,0xDBDB
0.895475536000000,0,,0xD00D
0.895492248000000,0,,0xD397
0.895510680000000,0,,0xE541
0.895527672000000,0,,0xE386
0.895544824000000,0,,0xCC6B
0.895561912000000,0,,0xEDBD
0.895578656000000,0,,0xEA06
0.895595664000000,0,,0xF3AB
0.895612816000000,0,,0xDCDB
0.895629760000000,0,,0xDCAC
0.895646240000000,0,,0xD00D
0.895662944000000,0,,0xD3C4
0.895681032000000,0,,0xE568
0.895697680000000,0,,0xE1B0
0.895714768000000,0,,0xCBE1
0.895731544000000,0,,0xEDE2
0.895748432000000,0,,0xE92A
0.895765264000000,0,,0xF474
0.895781976000000,0,,0xDBB2
0.895798728000000,0,,0xDD75
0.895815632000000,0,,0xD00D
0.895832808000000,0,,0xD3C4
0.895851064000000,0,,0xE53F
0.895868008000000,0,,0xE235
0.895884944000000,0,,0xC924
0.895901864000000,0,,0xEDEE
0.895918944000000,0,,0xE884
0.895935896000000,0,,0xF4A0
0.895952560000000,0,,0xDC4F
0.895969432000000,0,,0xDDAB
0.895986296000000,0,,0xD00D
0.896002976000000,0,,0xD3C9
0.896021344000000,0,,0xE531
0.896037936000000,0,,0xE34A
0.896054704000000,0,,0xC97A
0.896071416000000,0,,0xEDDE
0.896088136000000,0,,0xEA72
0.896105200000000,0,,0xF4B9
0.896121920000000,0,,0xDCE1
0.896138888000000,0,,0xDDCE
0.896155696000000,0,,0xD00D
0.896172432000000,0,,0xD3C9
0.896190536000000,0,,0xE52D
0.896207256000000,0,,0xE388
0.896224016000000,0,,0xCBF1
0.896240952000000,0,,0xEDF4
0.896257424000000,0,,0xEBB5
0.896274248000000,0,,0xF4C5
0.896292392000000,0,,0xDB40
0.896309208000000,0,,0xDA96
0.896325960000000,0,,0xD00D
0.896343032000000,0,,0xD3CD
0.896360728000000,0,,0xE52C
0.896377512000000,0,,0xE38D
0.896394296000000,0,,0xCB14
0.896411072000000,0,,0xEE15
0.896427808000000,0,,0xEC09
0.896444568000000,0,,0xF4B3
0.896461616000000,0,,0xDAB9
0.896478368000000,0,,0xDB8A
0.896495360000000,0,,0xD00D
0.896512320000000,0,,0xD450
0.896530648000000,0,,0xE53A
0.896547744000000,0,,0xE3CD
0.896564792000000,0,,0xCA5D
0.896581664000000,0,,0xEE08
0.896598720000000,0,,0xEC24
0.896615704000000,0,,0xF538
0.896632712000000,0,,0xDAF7
0.896649888000000,0,,0xDD6E
0.896666664000000,0,,0xD00D
0.896683384000000,0,,0xD410
0.896701272000000,0,,0xE533
0.896717952000000,0,,0xE4A2
0.896734680000000,0,,0xCBD9
