0.71253556,0,0xD284,0x8350,0xBDBB,0xBDBB,0xD123,0xA14D,0xA14D,0x7F38,0x7EDA,0x7EDA,,0.712586328,0x8168,33128,0x8187,33159,0x8B9E,35742,0x9569,38249,0xE80F,59407,0x8481,33921,0x8495,33941,0x7F38,32568,0x80C3,32963,0x8007,32775
0.712552584,0,0xD6F7,0x8167,0xD188,0xD188,0xEC2B,0x8C3F,0x8C3F,0x8975,0x80C3,0x80C3,,0.712755448,0x80F7,33015,0x818B,33163,0x8733,34611,0x89CC,35276,0xF551,62801,0x832C,33580,0x832A,33578,0x7CCE,31950,0x800C,32780,0x7F63,32611
0.712569512,0,0xD693,0x8224,0xC8C0,0xC8C0,0xE8E9,0x8A40,0x8A40,0x7B0A,0x8007,0x8007,,0.713062592,0x802A,32810,0x8190,33168,0x82C6,33478,0x81FE,33278,0xF85F,63583,0x825A,33370,0x8259,33369,0x7CCE,31950,0x7F5E,32606,0x7EAB,32427
0.712586328,0,0x8187,0x8168,0xD45A,0xD45A,0xF0B7,0x8F72,0x8F72,0x78EB,0x7FC2,0x7FC2,,0.713235096,0x7F80,32640,0x8191,33169,0x8226,33318,0x8176,33142,0xF68A,63114,0x81BB,33211,0x819C,33180,0x8B93,35731,0x7E52,32338,0x7D47,32071
0.712603096,0,0xE872,0xA168,0x8B9E,0x8B9E,0xEEA6,0x8B83,0x8B83,0xB567,0x9C9B,0x9C9B,,0.713404552,0x7E98,32408,0x8194,33172,0x81D8,33240,0x8084,32900,0xEE40,60992,0x815C,33116,0x80CB,32971,0x8B93,35731,0x7CDE,31966,0x7FE6,32742
0.712619832,0,0xE612,0x820E,0x9569,0x9569,0xEBFC,0x8A49,0x8A49,0x8204,0x8062,0x8062,,0.713574648,0x9726,38694,0x8194,33172,0x8159,33113,0x7F91,32657,0xDEDC,57052,0x80D1,32977,0x8003,32771,0xBB4B,47947,0x7FE7,32743,0x8D29,36137
0.7126366,0,0xF257,0x973F,0xAC9B,0xAC9B,0xE80F,0x913F,0x913F,0x9C40,0x91C0,0x91C0,,0.713745776,0xAF0C,44812,0x8191,33169,0x80AA,32938,0x7ED8,32472,0xC982,51586,0x800E,32782,0x7F4D,32589,0xBB4B,47947,0x8FE1,36833,0xA052,41042
0.7126536,0,0xDC38,0x819C,0xAF18,0xAF18,0xD837,0x8481,0x8481,0xB496,0x806D,0x806D,,0.713917992,0xC8CD,51405,0x818E,33166,0x800C,32780,0x7DF1,32241,0xAF56,44886,0x7FB1,32689,0x7E55,32341,0xE647,58951,0xA665,42597,0xB44F,46159
0.712670176,0,0xDD2E,0x805F,0xAEBC,0xAEBC,0xD8FE,0x8495,0x8495,0xA95E,0x7F0B,0x7F0B,,0.714087184,0xDD68,56680,0x818E,33166,0x7EDD,32477,0x7C93,31891,0x9763,38755,0x7F0E,32526,0x7CE4,31972,0xE647,58951,0xBF74,49012,0xC72A,50986
0.712688008,0,0xD00D,0xD00D,0xD00D,0xD00D,0xD00D,0xD00D,0xD00D,0xD00D,0xD00D,0xD00D,,0.714258216,0xEB32,60210,0x818F,33167,0x7D2B,32043,0x81D1,33233,0x8AFD,35581,0x7D61,32097,0x8033,32819,0xF682,63106,0xD662,54882,0xD7B1,55217
